id	linkkey	aidkey	bidkey	decision
335	99-49-10-001975_99-48-10-001910	99-49-10-001975	99-48-10-001910	confirm
336	99-49-10-002029_99-48-10-001954	99-49-10-002029	99-48-10-001954	confirm
337	99-49-10-002251_99-48-10-002166	99-49-10-002251	99-48-10-002166	confirm
338	99-49-10-002290_99-48-10-002216	99-49-10-002290	99-48-10-002216	confirm
339	99-49-10-002301_99-48-10-002227	99-49-10-002301	99-48-10-002227	confirm
340	99-49-10-002335_99-48-10-002260	99-49-10-002335	99-48-10-002260	confirm
341	99-49-10-002401_99-48-10-002319	99-49-10-002401	99-48-10-002319	confirm
342	99-49-10-002453_99-48-10-002369	99-49-10-002453	99-48-10-002369	confirm
343	99-49-10-002516_99-48-22-000508	99-49-10-002516	99-48-22-000508	confirm
344	99-49-10-002621_99-48-22-000310	99-49-10-002621	99-48-22-000310	confirm
345	99-49-10-002755_99-48-10-002629	99-49-10-002755	99-48-10-002629	confirm
346	99-49-10-003143_99-48-10-003041	99-49-10-003143	99-48-10-003041	confirm
347	99-49-10-003188_99-48-10-005705	99-49-10-003188	99-48-10-005705	confirm
348	99-49-10-003290_99-48-10-003179	99-49-10-003290	99-48-10-003179	confirm
349	99-49-10-003678_99-48-10-003549	99-49-10-003678	99-48-10-003549	confirm
350	99-49-10-003796_99-48-10-003700	99-49-10-003796	99-48-10-003700	confirm
351	99-49-10-003916_99-48-01-000174	99-49-10-003916	99-48-01-000174	confirm
352	99-49-10-004153_99-48-10-001991	99-49-10-004153	99-48-10-001991	confirm
353	99-49-10-004401_99-48-10-004303	99-49-10-004401	99-48-10-004303	confirm
354	99-49-10-004426_99-48-10-004318	99-49-10-004426	99-48-10-004318	confirm
355	99-49-10-004532_99-48-10-004390	99-49-10-004532	99-48-10-004390	confirm
356	99-49-10-004732_99-48-28-002050	99-49-10-004732	99-48-28-002050	confirm
357	99-49-10-004753_99-48-10-004498	99-49-10-004753	99-48-10-004498	confirm
358	99-49-10-004824_99-48-10-004562	99-49-10-004824	99-48-10-004562	confirm
359	99-49-10-004958_99-48-10-004321	99-49-10-004958	99-48-10-004321	confirm
360	99-49-10-005064_99-48-10-005421	99-49-10-005064	99-48-10-005421	confirm
361	99-49-10-005594_99-48-22-000569	99-49-10-005594	99-48-22-000569	confirm
362	99-49-10-005764_99-48-10-005485	99-49-10-005764	99-48-10-005485	confirm
363	99-49-10-005906_99-48-10-004391	99-49-10-005906	99-48-10-004391	confirm
364	99-49-10-006020_99-48-10-005746	99-49-10-006020	99-48-10-005746	confirm
365	99-49-10-006055_99-48-22-000581	99-49-10-006055	99-48-22-000581	confirm
366	99-49-10-006125_99-48-10-005848	99-49-10-006125	99-48-10-005848	confirm
367	99-49-10-006176_99-48-10-005898	99-49-10-006176	99-48-10-005898	confirm
368	99-49-10-006239_99-48-10-005958	99-49-10-006239	99-48-10-005958	confirm
369	99-49-10-006264_99-48-10-005975	99-49-10-006264	99-48-10-005975	confirm
370	99-49-10-006286_99-48-10-006007	99-49-10-006286	99-48-10-006007	confirm
371	99-49-10-006288_99-48-10-006015	99-49-10-006288	99-48-10-006015	confirm
372	99-49-10-006295_99-48-10-006018	99-49-10-006295	99-48-10-006018	confirm
373	99-49-10-006360_99-48-10-001367	99-49-10-006360	99-48-10-001367	confirm
374	99-49-10-006499_99-48-10-006203	99-49-10-006499	99-48-10-006203	confirm
375	99-49-12-000032_99-48-12-000032	99-49-12-000032	99-48-12-000032	confirm
376	99-49-12-000087_99-48-12-000087	99-49-12-000087	99-48-12-000087	confirm
377	99-49-13-000013_99-48-28-000116	99-49-13-000013	99-48-28-000116	confirm
378	99-49-13-000035_99-48-10-005042	99-49-13-000035	99-48-10-005042	confirm
379	99-49-13-000047_99-48-10-005173	99-49-13-000047	99-48-10-005173	confirm
380	99-49-13-000066_99-48-13-000124	99-49-13-000066	99-48-13-000124	confirm
381	99-49-13-000074_99-48-01-000071	99-49-13-000074	99-48-01-000071	confirm
382	99-49-13-000078_99-48-13-000078	99-49-13-000078	99-48-13-000078	confirm
383	99-49-13-000086_99-48-10-000069	99-49-13-000086	99-48-10-000069	confirm
384	99-49-13-000087_99-48-10-004858	99-49-13-000087	99-48-10-004858	confirm
385	99-49-13-000118_99-48-13-000118	99-49-13-000118	99-48-13-000118	confirm
386	99-49-13-000121_99-48-13-000121	99-49-13-000121	99-48-13-000121	confirm
387	99-49-13-000137_99-48-13-000138	99-49-13-000137	99-48-13-000138	confirm
388	99-49-13-000138_99-48-13-000139	99-49-13-000138	99-48-13-000139	confirm
389	99-49-13-000145_99-48-13-000146	99-49-13-000145	99-48-13-000146	confirm
390	99-49-13-000147_99-48-13-000148	99-49-13-000147	99-48-13-000148	confirm
391	99-49-13-000149_99-48-13-000150	99-49-13-000149	99-48-13-000150	confirm
392	99-49-13-000161_99-48-13-000161	99-49-13-000161	99-48-13-000161	confirm
393	99-49-13-000174_99-48-13-000172	99-49-13-000174	99-48-13-000172	confirm
394	99-49-13-000190_99-48-13-000188	99-49-13-000190	99-48-13-000188	confirm
395	99-49-14-000108_99-48-14-000112	99-49-14-000108	99-48-14-000112	confirm
396	99-49-14-000344_99-48-14-000392	99-49-14-000344	99-48-14-000392	confirm
397	99-49-14-000430_99-48-14-000476	99-49-14-000430	99-48-14-000476	confirm
398	99-49-14-000535_99-48-14-000578	99-49-14-000535	99-48-14-000578	confirm
399	99-49-14-000537_99-48-14-000580	99-49-14-000537	99-48-14-000580	confirm
400	99-49-14-000538_99-48-14-000581	99-49-14-000538	99-48-14-000581	confirm
401	99-49-28-000025_99-48-28-000050	99-49-28-000025	99-48-28-000050	confirm
402	99-49-28-000040_99-48-28-000071	99-49-28-000040	99-48-28-000071	confirm
403	99-49-28-000049_99-48-28-000079	99-49-28-000049	99-48-28-000079	confirm
404	99-49-28-000068_99-48-28-000100	99-49-28-000068	99-48-28-000100	confirm
405	99-49-28-000210_99-48-28-000269	99-49-28-000210	99-48-28-000269	confirm
406	99-49-28-000335_99-48-28-000422	99-49-28-000335	99-48-28-000422	confirm
407	99-49-28-000340_99-48-28-000429	99-49-28-000340	99-48-28-000429	confirm
408	99-49-28-000350_99-48-28-000441	99-49-28-000350	99-48-28-000441	confirm
409	99-49-28-000525_99-48-28-000630	99-49-28-000525	99-48-28-000630	confirm
410	99-49-28-000555_99-48-28-000662	99-49-28-000555	99-48-28-000662	confirm
411	99-49-28-000638_99-48-28-000752	99-49-28-000638	99-48-28-000752	confirm
412	99-49-28-000955_99-48-28-001115	99-49-28-000955	99-48-28-001115	confirm
413	99-49-28-001160_99-48-28-001350	99-49-28-001160	99-48-28-001350	confirm
414	99-49-28-001261_99-48-28-001465	99-49-28-001261	99-48-28-001465	confirm
415	99-49-28-001274_99-48-28-001480	99-49-28-001274	99-48-28-001480	confirm
416	99-49-28-001324_99-48-28-001534	99-49-28-001324	99-48-28-001534	confirm
417	99-49-28-001526_99-48-28-001767	99-49-28-001526	99-48-28-001767	confirm
418	99-49-28-001637_99-48-28-001893	99-49-28-001637	99-48-28-001893	confirm
419	99-49-28-001659_99-48-01-000183	99-49-28-001659	99-48-01-000183	confirm
420	99-49-28-001684_99-48-28-001956	99-49-28-001684	99-48-28-001956	confirm
421	99-49-28-001719_99-48-28-001997	99-49-28-001719	99-48-28-001997	confirm
422	99-49-28-001712_99-48-28-001988	99-49-28-001712	99-48-28-001988	confirm
423	99-49-28-001874_99-48-22-000021	99-49-28-001874	99-48-22-000021	confirm
424	99-49-28-001916_99-48-22-000037	99-49-28-001916	99-48-22-000037	confirm
425	99-49-28-001993_99-48-22-000075	99-49-28-001993	99-48-22-000075	confirm
426	99-49-28-002011_99-48-22-000090	99-49-28-002011	99-48-22-000090	confirm
427	99-49-28-002033_99-48-22-000118	99-49-28-002033	99-48-22-000118	confirm
428	99-49-28-002125_99-48-22-000212	99-49-28-002125	99-48-22-000212	confirm
429	99-49-28-002129_99-48-22-000216	99-49-28-002129	99-48-22-000216	confirm
430	99-49-28-002153_99-48-22-000240	99-49-28-002153	99-48-22-000240	confirm
431	99-49-28-002182_99-48-22-000267	99-49-28-002182	99-48-22-000267	confirm
432	99-49-28-002224_99-48-22-000319	99-49-28-002224	99-48-22-000319	confirm
433	99-49-28-002237_99-48-22-000347	99-49-28-002237	99-48-22-000347	confirm
434	99-49-28-002253_99-48-28-002317	99-49-28-002253	99-48-28-002317	confirm
435	99-49-28-002255_99-48-22-000367	99-49-28-002255	99-48-22-000367	confirm
436	99-49-28-002276_99-48-22-000388	99-49-28-002276	99-48-22-000388	confirm
437	99-49-28-002286_99-48-22-000401	99-49-28-002286	99-48-22-000401	confirm
438	99-49-28-002309_99-48-22-000422	99-49-28-002309	99-48-22-000422	confirm
439	99-49-28-002486_99-48-22-000642	99-49-28-002486	99-48-22-000642	confirm
440	99-49-28-002490_99-48-28-002497	99-49-28-002490	99-48-28-002497	confirm
441	99-49-28-002622_99-48-28-002142	99-49-28-002622	99-48-28-002142	confirm
442	99-49-28-002664_99-48-28-002161	99-49-28-002664	99-48-28-002161	confirm
443	99-49-28-002687_99-48-28-002189	99-49-28-002687	99-48-28-002189	confirm
444	99-49-28-002688_99-48-28-002190	99-49-28-002688	99-48-28-002190	confirm
445	99-49-28-002695_99-48-28-002201	99-49-28-002695	99-48-28-002201	confirm
446	99-49-28-002696_99-48-28-002202	99-49-28-002696	99-48-28-002202	confirm
447	99-49-28-002697_99-48-28-002204	99-49-28-002697	99-48-28-002204	confirm
448	99-49-28-002698_99-48-28-002205	99-49-28-002698	99-48-28-002205	confirm
449	99-49-28-002712_99-48-28-002223	99-49-28-002712	99-48-28-002223	confirm
450	99-49-28-002719_99-48-28-002231	99-49-28-002719	99-48-28-002231	confirm
451	99-49-28-002720_99-48-28-002232	99-49-28-002720	99-48-28-002232	confirm
452	99-49-28-002725_99-48-28-002238	99-49-28-002725	99-48-28-002238	confirm
453	99-49-28-002731_99-48-28-002244	99-49-28-002731	99-48-28-002244	confirm
454	99-49-28-002734_99-48-28-002247	99-49-28-002734	99-48-28-002247	confirm
455	99-49-28-002735_99-48-28-002249	99-49-28-002735	99-48-28-002249	confirm
456	99-49-28-002837_99-48-28-002564	99-49-28-002837	99-48-28-002564	confirm
457	99-49-28-002959_99-48-28-002688	99-49-28-002959	99-48-28-002688	confirm
458	99-49-28-003032_99-48-10-006410	99-49-28-003032	99-48-10-006410	confirm
459	99-49-35-000003_99-48-10-001030	99-49-35-000003	99-48-10-001030	confirm
460	99-49-35-000004_99-48-10-001984	99-49-35-000004	99-48-10-001984	confirm
461	99-65-01-000026_99-64-10-000858	99-65-01-000026	99-64-10-000858	confirm
462	99-65-01-000035_99-64-04-000213	99-65-01-000035	99-64-04-000213	confirm
463	99-65-01-000042_99-64-10-009549	99-65-01-000042	99-64-10-009549	confirm
464	99-65-01-000052_99-64-10-000035	99-65-01-000052	99-64-10-000035	confirm
465	99-65-01-000090_99-64-01-000103	99-65-01-000090	99-64-01-000103	confirm
466	99-65-01-000091_99-64-10-005078	99-65-01-000091	99-64-10-005078	confirm
467	99-65-01-000092_99-64-10-007265	99-65-01-000092	99-64-10-007265	confirm
468	99-65-01-000104_99-64-10-001730	99-65-01-000104	99-64-10-001730	confirm
469	99-65-01-000105_99-64-28-001179	99-65-01-000105	99-64-28-001179	confirm
470	99-65-01-000108_99-64-28-001284	99-65-01-000108	99-64-28-001284	confirm
471	99-65-01-000109_99-64-10-012512	99-65-01-000109	99-64-10-012512	confirm
472	99-65-01-000114_99-64-01-000130	99-65-01-000114	99-64-01-000130	confirm
473	99-65-01-000116_99-64-10-011011	99-65-01-000116	99-64-10-011011	confirm
474	99-65-01-000119_99-64-01-000615	99-65-01-000119	99-64-01-000615	confirm
475	99-65-01-000166_99-64-10-003225	99-65-01-000166	99-64-10-003225	confirm
476	99-65-01-000142_99-64-10-000628	99-65-01-000142	99-64-10-000628	confirm
477	99-65-01-000153_99-64-28-001775	99-65-01-000153	99-64-28-001775	confirm
478	99-65-01-000169_99-64-28-002908	99-65-01-000169	99-64-28-002908	confirm
479	99-65-01-000174_99-64-10-009946	99-65-01-000174	99-64-10-009946	confirm
480	99-65-01-000184_99-64-28-001045	99-65-01-000184	99-64-28-001045	confirm
481	99-65-01-000188_99-64-10-001075	99-65-01-000188	99-64-10-001075	confirm
482	99-65-01-000192_99-64-10-002888	99-65-01-000192	99-64-10-002888	confirm
483	99-65-01-000199_99-64-10-004903	99-65-01-000199	99-64-10-004903	confirm
484	99-65-01-000200_99-64-10-002658	99-65-01-000200	99-64-10-002658	confirm
485	99-65-01-000213_99-64-10-010288	99-65-01-000213	99-64-10-010288	confirm
486	99-65-01-000224_99-64-10-006644	99-65-01-000224	99-64-10-006644	confirm
487	99-65-01-000229_99-64-10-000152	99-65-01-000229	99-64-10-000152	confirm
488	99-65-01-000238_99-64-10-014253	99-65-01-000238	99-64-10-014253	confirm
489	99-65-01-000242_99-64-10-001592	99-65-01-000242	99-64-10-001592	confirm
490	99-65-01-000255_99-64-28-001689	99-65-01-000255	99-64-28-001689	confirm
491	99-65-01-000260_99-64-28-002492	99-65-01-000260	99-64-28-002492	confirm
492	65-64-01-000282_99-64-10-010809	65-64-01-000282	99-64-10-010809	reject
493	99-65-01-000264_99-64-28-001654	99-65-01-000264	99-64-28-001654	confirm
494	99-65-01-000265_99-64-10-010848	99-65-01-000265	99-64-10-010848	confirm
495	99-65-01-000266_99-64-28-002228	99-65-01-000266	99-64-28-002228	confirm
496	99-65-01-000267_99-64-10-003485	99-65-01-000267	99-64-10-003485	confirm
497	99-65-01-000270_99-64-28-002151	99-65-01-000270	99-64-28-002151	confirm
498	99-65-01-000273_99-64-10-001579	99-65-01-000273	99-64-10-001579	confirm
499	99-65-01-000275_99-64-10-010339	99-65-01-000275	99-64-10-010339	confirm
500	99-65-01-000293_99-64-01-000321	99-65-01-000293	99-64-01-000321	confirm
501	99-65-01-000303_99-64-10-011505	99-65-01-000303	99-64-10-011505	confirm
502	99-65-01-000307_99-64-28-001020	99-65-01-000307	99-64-28-001020	confirm
503	99-65-01-000308_99-64-28-001645	99-65-01-000308	99-64-28-001645	confirm
504	99-65-01-000318_99-64-28-001676	99-65-01-000318	99-64-28-001676	confirm
505	99-65-01-000321_99-64-28-002483	99-65-01-000321	99-64-28-002483	confirm
506	99-65-01-000322_99-64-10-003088	99-65-01-000322	99-64-10-003088	confirm
507	99-65-01-000336_99-64-10-014312	99-65-01-000336	99-64-10-014312	confirm
508	99-65-01-000338_99-64-01-000368	99-65-01-000338	99-64-01-000368	confirm
509	99-65-01-000359_99-64-10-013620	99-65-01-000359	99-64-10-013620	confirm
510	99-65-01-000373_99-64-10-012165	99-65-01-000373	99-64-10-012165	confirm
511	99-65-01-000376_99-64-10-010572	99-65-01-000376	99-64-10-010572	confirm
512	99-65-01-000423_99-64-10-009768	99-65-01-000423	99-64-10-009768	confirm
513	99-65-01-000427_99-64-10-003486	99-65-01-000427	99-64-10-003486	confirm
514	99-65-01-000431_99-64-10-007610	99-65-01-000431	99-64-10-007610	confirm
515	99-65-01-000446_99-64-10-007993	99-65-01-000446	99-64-10-007993	confirm
516	99-65-01-000451_99-64-01-000476	99-65-01-000451	99-64-01-000476	confirm
517	99-65-01-000460_99-64-28-002154	99-65-01-000460	99-64-28-002154	confirm
518	99-65-01-000481_99-64-10-007264	99-65-01-000481	99-64-10-007264	confirm
519	99-65-01-000497_99-64-10-005984	99-65-01-000497	99-64-10-005984	confirm
520	99-65-01-000508_99-64-28-001671	99-65-01-000508	99-64-28-001671	confirm
521	99-65-01-000514_99-64-28-001608	99-65-01-000514	99-64-28-001608	confirm
522	99-65-01-000516_99-64-10-010496	99-65-01-000516	99-64-10-010496	confirm
523	99-65-01-000519_99-64-10-006072	99-65-01-000519	99-64-10-006072	confirm
524	99-65-01-000520_99-64-01-000888	99-65-01-000520	99-64-01-000888	confirm
525	99-65-01-000523_99-64-10-000279	99-65-01-000523	99-64-10-000279	confirm
526	99-65-01-000525_99-64-01-000549	99-65-01-000525	99-64-01-000549	confirm
527	99-65-01-000532_99-64-14-000814	99-65-01-000532	99-64-14-000814	confirm
528	99-65-01-000552_99-64-01-000578	99-65-01-000552	99-64-01-000578	confirm
529	99-65-01-000553_99-64-10-000538	99-65-01-000553	99-64-10-000538	confirm
530	99-65-01-000554_99-64-10-012209	99-65-01-000554	99-64-10-012209	confirm
531	99-65-01-000561_99-64-28-002694	99-65-01-000561	99-64-28-002694	confirm
532	99-65-01-000564_99-64-10-011301	99-65-01-000564	99-64-10-011301	confirm
533	99-65-01-000566_99-64-10-003367	99-65-01-000566	99-64-10-003367	confirm
534	99-65-01-000569_99-64-10-001586	99-65-01-000569	99-64-10-001586	confirm
535	99-65-01-000573_99-64-10-004814	99-65-01-000573	99-64-10-004814	confirm
536	99-65-01-000581_99-64-10-007148	99-65-01-000581	99-64-10-007148	confirm
537	99-65-01-000584_99-64-10-001739	99-65-01-000584	99-64-10-001739	confirm
538	99-65-01-000588_99-64-01-000669	99-65-01-000588	99-64-01-000669	confirm
539	99-65-01-000589_99-64-01-000670	99-65-01-000589	99-64-01-000670	confirm
540	99-65-01-000590_99-64-10-001931	99-65-01-000590	99-64-10-001931	confirm
541	99-65-01-000592_99-64-10-001597	99-65-01-000592	99-64-10-001597	confirm
542	99-65-01-000594_99-64-10-009658	99-65-01-000594	99-64-10-009658	confirm
543	99-65-01-000596_99-64-28-001264	99-65-01-000596	99-64-28-001264	confirm
544	99-65-01-000597_99-64-28-000868	99-65-01-000597	99-64-28-000868	confirm
545	99-65-01-000598_99-64-01-000680	99-65-01-000598	99-64-01-000680	confirm
546	99-65-01-000599_99-64-01-000681	99-65-01-000599	99-64-01-000681	confirm
547	99-65-01-000600_99-64-10-000366	99-65-01-000600	99-64-10-000366	confirm
548	99-65-01-000601_99-64-28-002159	99-65-01-000601	99-64-28-002159	confirm
549	99-65-01-000602_99-64-28-001716	99-65-01-000602	99-64-28-001716	confirm
550	99-65-01-000603_99-64-01-000685	99-65-01-000603	99-64-01-000685	confirm
551	99-65-01-000607_99-64-10-005692	99-65-01-000607	99-64-10-005692	confirm
552	99-65-01-000609_99-64-27-000002	99-65-01-000609	99-64-27-000002	confirm
553	99-65-01-000610_99-64-10-001315	99-65-01-000610	99-64-10-001315	confirm
554	99-65-01-000612_99-64-28-002253	99-65-01-000612	99-64-28-002253	confirm
555	99-65-01-000613_99-64-01-000698	99-65-01-000613	99-64-01-000698	confirm
556	99-65-01-000615_99-64-01-000700	99-65-01-000615	99-64-01-000700	confirm
557	99-65-01-000616_99-64-10-000408	99-65-01-000616	99-64-10-000408	confirm
558	99-65-01-000622_99-64-01-002057	99-65-01-000622	99-64-01-002057	confirm
559	99-65-01-000624_99-64-10-005784	99-65-01-000624	99-64-10-005784	confirm
560	99-65-01-000625_99-64-10-010668	99-65-01-000625	99-64-10-010668	confirm
561	99-65-01-000627_99-64-28-000758	99-65-01-000627	99-64-28-000758	confirm
562	99-65-01-000628_99-64-10-010340	99-65-01-000628	99-64-10-010340	confirm
563	99-65-01-000634_99-64-10-001589	99-65-01-000634	99-64-10-001589	confirm
564	99-65-01-000635_99-64-10-008545	99-65-01-000635	99-64-10-008545	confirm
565	99-65-01-000636_99-64-10-001590	99-65-01-000636	99-64-10-001590	confirm
566	99-65-01-000637_99-64-10-001591	99-65-01-000637	99-64-10-001591	confirm
567	99-65-01-000640_99-64-10-002137	99-65-01-000640	99-64-10-002137	confirm
568	99-65-01-000644_99-64-10-005431	99-65-01-000644	99-64-10-005431	confirm
569	99-65-01-000645_99-64-10-007276	99-65-01-000645	99-64-10-007276	confirm
570	99-65-01-000646_99-64-28-000567	99-65-01-000646	99-64-28-000567	confirm
571	99-65-01-000647_99-64-10-000153	99-65-01-000647	99-64-10-000153	confirm
572	99-65-01-000648_99-64-01-000734	99-65-01-000648	99-64-01-000734	confirm
573	99-65-01-000649_99-64-10-000454	99-65-01-000649	99-64-10-000454	confirm
574	99-65-01-000650_99-64-10-011108	99-65-01-000650	99-64-10-011108	confirm
575	99-65-01-000651_99-64-10-007339	99-65-01-000651	99-64-10-007339	confirm
576	99-65-01-000653_99-64-01-000740	99-65-01-000653	99-64-01-000740	confirm
577	65-64-01-000743_99-64-10-002192	65-64-01-000743	99-64-10-002192	reject
578	99-65-01-000658_99-64-10-003803	99-65-01-000658	99-64-10-003803	confirm
579	99-65-01-000659_99-64-10-000629	99-65-01-000659	99-64-10-000629	confirm
580	99-65-01-000660_99-64-10-001843	99-65-01-000660	99-64-10-001843	confirm
581	99-65-01-000684_99-64-10-014097	99-65-01-000684	99-64-10-014097	confirm
582	99-64-15-000100_99-63-15-000099	99-64-15-000100	99-63-15-000099	reject
583	65-64-01-000721_99-64-15-000100	65-64-01-000721	99-64-15-000100	reject
584	65-63-01-000732_99-63-15-000099	65-63-01-000732	99-63-15-000099	reject
585	65-59-01-000942_99-59-15-000110	65-59-01-000942	99-59-15-000110	reject
586	65-60-01-000528_99-60-15-000105	65-60-01-000528	99-60-15-000105	reject
587	99-65-01-000801_99-64-01-000839	99-65-01-000801	99-64-01-000839	confirm
588	99-65-01-000831_99-64-28-001829	99-65-01-000831	99-64-28-001829	confirm
589	99-65-01-000873_99-64-10-009550	99-65-01-000873	99-64-10-009550	confirm
590	99-65-01-000874_99-64-10-008728	99-65-01-000874	99-64-10-008728	confirm
591	65-64-01-001023_99-64-10-003263	65-64-01-001023	99-64-10-003263	reject
592	99-65-01-000903_99-64-10-006653	99-65-01-000903	99-64-10-006653	confirm
593	99-65-01-000927_99-64-10-010036	99-65-01-000927	99-64-10-010036	confirm
594	99-65-01-000942_99-64-01-001236	99-65-01-000942	99-64-01-001236	confirm
595	99-65-01-000945_99-64-10-014038	99-65-01-000945	99-64-10-014038	confirm
